order_id,customer_id,order_date,status,region_code
ORD-100358,CUST-1422,2025-09-22 05:06:00,PLACED,REG_SOUTH
ORD-100359,CUST-1193,2026-05-13 17:39:00,SHIPPED,REG_NORTH
ORD-100360,CUST-1428,2025-11-22 02:07:00,DELIVERED,REG_NORTH
ORD-100361,CUST-1492,2025-09-26 09:44:00,PLACED,REG_WEST
ORD-100362,CUST-1536,2026-04-26 10:11:00,SHIPPED,REG_NORTH
ORD-100363,CUST-1122,2025-07-23 04:54:00,SHIPPED,REG_SOUTH
ORD-100364,CUST-1315,2025-06-04 06:08:00,RETURNED,REG_WEST
ORD-100365,CUST-1115,2025-05-10 00:49:00,PLACED,REG_WEST
ORD-100366,CUST-1044,2025-07-10 03:02:00,DELIVERED,REG_NORTH
ORD-100367,CUST-1481,2025-05-31 08:02:00,PLACED,REG_NORTH
ORD-100368,CUST-1099,2026-05-06 03:58:00,SHIPPED,REG_SOUTH
ORD-100369,CUST-1190,2026-03-10 11:01:00,PLACED,REG_EAST
ORD-100370,CUST-1357,2025-09-28 05:54:00,PLACED,REG_SOUTH
ORD-100371,CUST-1518,2026-01-17 00:00:00,DELIVERED,REG_NORTH
ORD-100372,CUST-1542,2025-07-21 22:12:00,RETURNED,REG_SOUTH
ORD-100374,CUST-1376,2026-03-24 18:11:00,PLACED,REG_NORTH
ORD-100375,CUST-1186,2026-06-02 11:24:00,PLACED,REG_SOUTH
ORD-100377,CUST-1508,2026-04-26 11:45:00,PLACED,REG_NORTH
ORD-100378,CUST-1085,2025-09-15 15:07:00,PLACED,REG_WEST
ORD-100379,CUST-1320,2026-03-18 14:14:00,PLACED,REG_EAST
ORD-100380,CUST-1439,2025-07-06 02:57:00,DELIVERED,REG_WEST
ORD-100381,CUST-1377,2025-07-01 00:43:00,PLACED,REG_NORTH
ORD-100382,CUST-1406,2025-11-11 16:42:00,SHIPPED,REG_NORTH
ORD-100384,CUST-1173,2025-05-04 11:12:00,PLACED,REG_WEST
ORD-100385,CUST-1126,2025-07-29 13:46:00,PLACED,REG_EAST
ORD-100386,CUST-1410,2025-09-30 15:42:00,SHIPPED,REG_WEST
ORD-100387,CUST-1497,2025-12-18 08:09:00,DELIVERED,REG_NORTH
ORD-100388,CUST-1126,2025-08-07 15:31:00,PLACED,REG_SOUTH
ORD-100389,CUST-1031,2025-05-21 23:03:00,DELIVERED,REG_WEST
ORD-100390,CUST-1028,2025-07-01 12:38:00,SHIPPED,REG_SOUTH
ORD-100391,CUST-1311,2026-02-13 19:06:00,DELIVERED,REG_WEST
ORD-100392,CUST-1478,2025-07-13 09:42:00,PLACED,REG_EAST
ORD-100393,CUST-1352,2026-05-20 17:34:00,PLACED,REG_NORTH
ORD-100394,CUST-1441,2026-06-25 03:24:00,PLACED,REG_WEST
ORD-100395,CUST-1454,2025-11-22 01:02:00,PLACED,REG_EAST
ORD-100396,CUST-1169,2025-12-08 13:08:00,PLACED,REG_WEST
ORD-100397,CUST-1500,2026-04-27 03:36:00,SHIPPED,REG_WEST
ORD-100398,CUST-1488,2026-01-13 05:32:00,PLACED,REG_EAST
ORD-100399,CUST-1507,2026-01-28 12:39:00,SHIPPED,REG_EAST
ORD-100400,CUST-1329,2025-05-02 00:37:00,PLACED,REG_EAST
ORD-100401,CUST-1358,2026-05-20 00:00:00,PLACED,REG_EAST
ORD-100402,CUST-1390,2025-05-20 13:22:00,RETURNED,REG_WEST
ORD-100403,CUST-1360,2025-04-29 21:15:00,PLACED,REG_EAST
ORD-100404,CUST-1087,2026-03-19 02:55:00,PLACED,REG_EAST
ORD-100405,CUST-1174,2025-04-11 17:20:00,PLACED,REG_WEST
ORD-100406,CUST-1528,2025-11-02 08:01:00,SHIPPED,REG_NORTH
ORD-100407,CUST-1325,2025-10-11 18:24:00,PLACED,REG_NORTH
ORD-100408,CUST-1501,2025-05-22 22:43:00,PLACED,REG_WEST
ORD-100409,CUST-1515,2026-05-21 21:21:00,PLACED,REG_EAST
ORD-100410,CUST-1373,2025-11-10 06:31:00,SHIPPED,REG_NORTH
ORD-100412,CUST-1232,2026-02-14 23:05:00,SHIPPED,REG_NORTH
ORD-100413,CUST-1345,2025-08-18 02:36:00,DELIVERED,REG_WEST
ORD-100414,CUST-1438,2025-07-17 11:50:00,PLACED,REG_EAST
ORD-100415,CUST-1517,2026-05-17 00:00:00,SHIPPED,REG_EAST
ORD-100416,CUST-1205,2025-10-30 12:16:00,SHIPPED,REG_WEST
ORD-100417,CUST-1185,2025-04-10 20:45:00,PLACED,REG_SOUTH
ORD-100418,CUST-1512,2025-07-19 21:52:00,SHIPPED,REG_WEST
ORD-100420,CUST-1062,2025-12-24 06:23:00,PLACED,REG_SOUTH
ORD-100421,CUST-1155,2026-04-18 21:48:00,PLACED,REG_WEST
ORD-100422,CUST-1421,2025-09-11 02:40:00,PLACED,REG_WEST
ORD-100423,CUST-1274,2026-05-27 09:41:00,PLACED,REG_SOUTH
ORD-100425,CUST-1318,2025-11-24 15:35:00,RETURNED,REG_WEST
ORD-100426,CUST-1038,2025-07-13 05:17:00,PLACED,REG_EAST
ORD-100427,CUST-1285,2026-03-04 17:11:00,SHIPPED,REG_NORTH
ORD-100428,CUST-1498,2026-05-06 00:00:00,DELIVERED,REG_NORTH
ORD-100429,CUST-1322,2026-02-03 09:55:00,PLACED,REG_WEST
ORD-100430,CUST-1373,2026-03-10 21:56:00,PLACED,REG_SOUTH
ORD-100431,CUST-1242,2025-05-28 18:47:00,PLACED,REG_NORTH
ORD-100432,CUST-1535,2026-03-07 18:49:00,CANCELLED,REG_EAST
ORD-100433,CUST-1509,2025-05-17 07:38:00,PLACED,REG_EAST
ORD-100434,CUST-1338,2026-06-01 18:47:00,PLACED,REG_SOUTH
ORD-100435,CUST-1434,2025-07-21 04:06:00,PLACED,REG_EAST
ORD-100436,CUST-1451,2025-10-27 08:55:00,PLACED,REG_WEST
ORD-100437,CUST-1547,2025-10-09 22:07:00,PLACED,REG_WEST
ORD-100438,CUST-1487,2026-03-16 07:17:00,DELIVERED,REG_SOUTH
ORD-100439,CUST-1372,2025-11-30 22:23:00,DELIVERED,REG_NORTH
ORD-100440,CUST-1036,2026-06-05 23:42:00,DELIVERED,REG_NORTH
ORD-100441,CUST-1246,2025-08-08 17:24:00,PLACED,REG_EAST
ORD-100442,CUST-1125,2025-12-30 07:54:00,PLACED,REG_NORTH
ORD-100443,CUST-1403,2025-08-09 09:05:00,CANCELLED,REG_SOUTH
ORD-100444,CUST-1305,2025-07-17 05:58:00,PLACED,REG_EAST
ORD-100445,CUST-1417,2026-05-10 01:17:00,DELIVERED,REG_WEST
ORD-100446,CUST-1483,2026-04-13 13:59:00,DELIVERED,REG_WEST
ORD-100447,CUST-1103,2026-05-28 05:44:00,PLACED,REG_NORTH
ORD-100448,CUST-1361,2025-11-02 19:46:00,DELIVERED,REG_EAST
ORD-100449,CUST-1465,2026-03-22 00:48:00,PLACED,REG_SOUTH
ORD-100450,CUST-1455,2026-05-11 20:08:00,PLACED,REG_SOUTH
ORD-100451,CUST-1313,2025-09-08 18:05:00,PLACED,REG_SOUTH
ORD-100454,CUST-1178,2026-03-18 18:52:00,PLACED,REG_EAST
ORD-100455,CUST-1204,2025-05-14 13:23:00,PLACED,REG_WEST
ORD-100456,CUST-1230,2025-04-11 00:59:00,PLACED,REG_SOUTH
ORD-100457,CUST-1092,2025-11-23 06:16:00,SHIPPED,REG_SOUTH
ORD-100458,CUST-1051,2025-10-23 19:27:00,SHIPPED,REG_SOUTH
ORD-100459,CUST-1092,2025-10-06 05:36:00,PLACED,REG_WEST
ORD-100460,CUST-1465,2026-05-29 21:31:00,PLACED,REG_SOUTH
ORD-100462,CUST-1134,2025-11-07 06:38:00,PLACED,REG_EAST
ORD-100463,CUST-1194,2025-11-01 05:26:00,DELIVERED,REG_NORTH
ORD-100464,CUST-1298,2025-08-13 07:39:00,PLACED,REG_SOUTH
ORD-100465,CUST-1379,2026-01-24 21:41:00,PLACED,REG_NORTH
ORD-100466,CUST-1481,2025-06-08 10:44:00,PLACED,REG_SOUTH
ORD-100467,CUST-1393,2026-03-29 13:47:00,PLACED,REG_NORTH
ORD-100468,CUST-1098,2026-01-11 01:03:00,PLACED,REG_SOUTH
ORD-100469,CUST-1483,2025-09-29 19:42:00,RETURNED,REG_NORTH
ORD-100470,CUST-1006,2025-08-08 16:39:00,PLACED,REG_WEST
ORD-100471,CUST-1380,2025-06-07 17:02:00,PLACED,REG_EAST
ORD-100472,CUST-1174,2025-12-14 15:59:00,PLACED,REG_WEST
ORD-100473,CUST-1136,2025-05-16 10:45:00,PLACED,REG_SOUTH
ORD-100474,CUST-1267,2025-05-30 10:02:00,RETURNED,REG_WEST
ORD-100475,CUST-1288,2026-04-18 11:59:00,PLACED,REG_EAST
ORD-100476,CUST-1271,2025-12-21 10:27:00,DELIVERED,REG_EAST
ORD-100477,CUST-1504,2026-04-27 04:35:00,DELIVERED,REG_WEST
ORD-100478,CUST-1055,2025-07-06 04:03:00,PLACED,REG_NORTH
ORD-100479,CUST-1482,2025-08-12 05:45:00,PLACED,REG_NORTH
ORD-100480,CUST-1507,2025-04-21 14:22:00,RETURNED,REG_WEST
ORD-100481,CUST-1469,2025-12-09 03:54:00,SHIPPED,REG_SOUTH
ORD-100482,CUST-1127,2025-09-26 02:13:00,DELIVERED,REG_SOUTH
ORD-100483,CUST-1173,2026-04-19 16:52:00,PLACED,REG_SOUTH
ORD-100484,CUST-1005,2025-12-26 18:11:00,PLACED,REG_NORTH
ORD-100485,CUST-1253,2026-04-29 15:43:00,PLACED,REG_EAST
ORD-100486,CUST-1027,2025-08-24 21:43:00,PLACED,REG_EAST
ORD-100487,CUST-1109,2026-06-03 10:09:00,PLACED,REG_WEST
ORD-100488,CUST-1492,2025-11-19 20:17:00,PLACED,REG_NORTH
ORD-100489,CUST-1338,2025-04-23 20:39:00,RETURNED,REG_EAST
ORD-100490,CUST-1133,2025-07-18 01:51:00,SHIPPED,REG_EAST
ORD-100491,CUST-1057,2026-04-16 02:35:00,RETURNED,REG_WEST
ORD-100492,CUST-1095,2025-10-22 08:11:00,PLACED,REG_WEST
ORD-100493,CUST-1092,2025-04-11 06:10:00,PLACED,REG_WEST
ORD-100494,CUST-1292,2026-02-26 20:09:00,PLACED,REG_WEST
ORD-100495,CUST-1443,2026-04-12 09:57:00,SHIPPED,REG_SOUTH
ORD-100496,CUST-1368,2026-03-07 00:00:00,PLACED,REG_SOUTH
ORD-100497,CUST-1502,2025-11-15 12:30:00,PLACED,REG_WEST
ORD-100498,CUST-1093,2026-04-23 13:51:00,PLACED,REG_SOUTH
ORD-100499,CUST-1445,2026-02-17 13:05:00,PLACED,REG_EAST
ORD-100501,CUST-1508,2025-12-26 00:00:00,PLACED,REG_EAST
ORD-100502,CUST-1480,2025-11-10 02:58:00,DELIVERED,REG_EAST
ORD-100503,CUST-1153,2025-06-05 00:00:00,PLACED,REG_SOUTH
ORD-100504,CUST-1536,2025-11-05 09:36:00,PLACED,REG_NORTH
ORD-100505,CUST-1047,2025-12-19 03:32:00,PLACED,REG_NORTH
ORD-100506,CUST-1476,2026-03-05 23:36:00,DELIVERED,REG_EAST
ORD-100507,CUST-1261,2026-01-25 02:49:00,PLACED,REG_NORTH
ORD-100508,CUST-1474,2025-07-01 05:53:00,PLACED,REG_NORTH
ORD-100509,CUST-1427,2026-06-23 22:19:00,PLACED,REG_WEST
ORD-100510,CUST-1461,2026-02-14 08:21:00,RETURNED,REG_SOUTH
ORD-100511,CUST-1217,2025-07-04 02:47:00,RETURNED,REG_EAST
ORD-100512,CUST-1109,2025-11-09 17:01:00,PLACED,REG_NORTH
ORD-100513,CUST-1014,2025-06-27 20:30:00,PLACED,REG_WEST
ORD-100514,CUST-1499,2025-09-03 19:52:00,RETURNED,REG_EAST
ORD-100515,CUST-1405,2026-05-17 09:05:00,PLACED,REG_NORTH
ORD-100516,CUST-1196,2025-05-28 00:44:00,RETURNED,REG_NORTH
ORD-100517,CUST-1215,2025-12-03 20:09:00,SHIPPED,REG_WEST
ORD-100518,CUST-1196,2025-05-15 09:49:00,PLACED,REG_WEST
ORD-100520,CUST-1497,2025-11-28 00:55:00,PLACED,REG_SOUTH
ORD-100521,CUST-1207,2025-08-29 18:53:00,DELIVERED,REG_NORTH
ORD-100522,CUST-1342,2025-04-05 03:40:00,DELIVERED,REG_WEST
ORD-100523,CUST-1426,2026-06-09 15:47:00,PLACED,REG_EAST
ORD-100524,CUST-1038,2025-12-06 12:31:00,PLACED,REG_WEST
ORD-100526,CUST-1066,2025-08-16 20:26:00,DELIVERED,REG_NORTH
ORD-100527,CUST-1507,2026-02-13 20:22:00,PLACED,REG_WEST
ORD-100528,CUST-1022,2025-06-22 09:46:00,PLACED,REG_EAST
ORD-100529,CUST-1449,2025-07-28 16:14:00,PLACED,REG_EAST
ORD-100530,CUST-1480,2025-06-07 09:46:00,SHIPPED,REG_WEST
ORD-100531,CUST-1369,2026-05-13 15:51:00,RETURNED,REG_SOUTH
ORD-100532,CUST-1213,2025-08-23 22:47:00,PLACED,REG_WEST
ORD-100533,CUST-1133,2025-06-28 06:10:00,SHIPPED,REG_NORTH
ORD-100534,CUST-1426,2025-12-09 09:15:00,PLACED,REG_NORTH
ORD-100535,CUST-1019,2025-10-01 08:22:00,SHIPPED,REG_SOUTH
ORD-100536,CUST-1516,2025-04-17 02:21:00,PLACED,REG_SOUTH
ORD-100537,CUST-1124,2026-01-13 07:31:00,PLACED,REG_EAST
ORD-100538,CUST-1364,2026-04-29 01:49:00,DELIVERED,REG_EAST
ORD-100539,CUST-1155,2026-06-11 22:55:00,PLACED,REG_NORTH
ORD-100540,CUST-1052,2025-11-11 14:53:00,DELIVERED,REG_NORTH
ORD-100541,CUST-1105,2026-05-27 17:02:00,PLACED,REG_SOUTH
ORD-100542,CUST-1121,2026-06-20 06:58:00,PLACED,REG_EAST
ORD-100543,CUST-1453,2026-04-26 16:31:00,SHIPPED,REG_NORTH
ORD-100544,CUST-1158,2026-02-26 11:21:00,DELIVERED,REG_NORTH
ORD-100545,CUST-1207,2025-11-11 13:49:00,DELIVERED,REG_SOUTH
ORD-100546,CUST-1486,2025-09-22 09:32:00,PLACED,REG_EAST
ORD-100547,CUST-1382,2026-04-02 13:23:00,SHIPPED,REG_SOUTH
ORD-100548,CUST-1156,2026-04-21 16:26:00,DELIVERED,REG_SOUTH
ORD-100549,CUST-1440,2025-10-29 13:57:00,PLACED,REG_EAST
ORD-100550,CUST-1031,2025-11-13 04:49:00,PLACED,REG_NORTH
ORD-100551,CUST-1087,2025-09-21 10:25:00,RETURNED,REG_SOUTH
ORD-100552,CUST-1445,2025-05-02 12:48:00,PLACED,REG_SOUTH
ORD-100553,CUST-1060,2026-02-18 22:51:00,SHIPPED,REG_EAST
ORD-100554,CUST-1430,2025-10-23 21:44:00,PLACED,REG_EAST
ORD-100555,CUST-1322,2025-09-24 00:52:00,PLACED,REG_SOUTH
ORD-100556,CUST-1414,2025-11-15 20:13:00,DELIVERED,REG_WEST
ORD-100557,CUST-1354,2026-05-21 20:25:00,DELIVERED,REG_EAST
ORD-100558,CUST-1087,2025-04-19 17:21:00,PLACED,REG_SOUTH
ORD-100559,CUST-1533,2026-01-02 09:13:00,PLACED,REG_EAST
ORD-100560,CUST-1534,2025-09-22 20:10:00,PLACED,REG_EAST
ORD-100561,CUST-1248,2026-06-01 09:46:00,PLACED,REG_NORTH
ORD-100562,CUST-1062,2026-06-05 11:16:00,SHIPPED,REG_EAST
ORD-100563,CUST-1127,2025-04-25 20:07:00,PLACED,REG_NORTH
ORD-100564,CUST-1465,2025-09-21 07:51:00,SHIPPED,REG_SOUTH
ORD-100565,CUST-1359,2025-09-01 09:42:00,DELIVERED,REG_SOUTH
ORD-100566,CUST-1387,2025-12-23 23:15:00,PLACED,REG_SOUTH
ORD-100567,CUST-1370,2025-11-19 03:09:00,SHIPPED,REG_WEST
ORD-100568,CUST-1084,2025-05-18 01:27:00,DELIVERED,REG_WEST
ORD-100569,CUST-1220,2025-11-15 02:23:00,SHIPPED,REG_WEST
ORD-100570,CUST-1532,2026-05-04 12:55:00,PLACED,REG_WEST
ORD-100571,CUST-1434,2025-11-12 22:59:00,CANCELLED,REG_WEST
ORD-100572,CUST-1167,2025-06-13 16:08:00,PLACED,REG_WEST
ORD-100573,CUST-1133,2026-03-27 16:55:00,PLACED,REG_SOUTH
ORD-100574,CUST-1467,2025-11-29 01:47:00,PLACED,REG_EAST
ORD-100576,CUST-1042,2025-12-24 04:07:00,PLACED,REG_EAST
ORD-100577,CUST-1311,2025-08-29 15:01:00,DELIVERED,REG_SOUTH
ORD-100578,CUST-1432,2025-04-25 09:56:00,PLACED,REG_SOUTH
ORD-100579,CUST-1501,2025-04-02 03:35:00,PLACED,REG_NORTH
ORD-100580,CUST-1428,2025-12-03 18:19:00,PLACED,REG_EAST
ORD-100581,CUST-1387,2025-11-30 23:53:00,SHIPPED,REG_SOUTH
ORD-100582,CUST-1517,2026-02-20 14:48:00,PLACED,REG_WEST
ORD-100584,CUST-1397,2025-07-29 12:21:00,PLACED,REG_WEST
ORD-100585,CUST-1285,2026-02-25 02:55:00,PLACED,REG_NORTH
ORD-100586,CUST-1317,2026-01-13 20:07:00,SHIPPED,REG_NORTH
ORD-100587,CUST-1198,2026-02-11 17:36:00,DELIVERED,REG_SOUTH
ORD-100588,CUST-1488,2025-12-14 00:07:00,SHIPPED,REG_SOUTH
ORD-100590,CUST-1087,2026-05-19 17:38:00,PLACED,REG_NORTH
ORD-100591,CUST-1504,2026-06-16 00:21:00,PLACED,REG_WEST
ORD-100592,CUST-1025,2026-06-15 16:20:00,PLACED,REG_NORTH
ORD-100593,CUST-1118,2025-05-21 17:10:00,PLACED,REG_SOUTH
ORD-100594,CUST-1262,2026-04-29 02:09:00,PLACED,REG_WEST
ORD-100595,CUST-1174,2025-05-01 19:20:00,PLACED,REG_NORTH
ORD-100596,CUST-1306,2025-10-17 03:20:00,PLACED,REG_EAST
ORD-100597,CUST-1265,2025-10-10 03:03:00,PLACED,REG_SOUTH
ORD-100598,CUST-1505,2025-12-17 16:24:00,CANCELLED,REG_EAST
ORD-100599,CUST-1063,2025-09-10 14:35:00,PLACED,REG_WEST
ORD-100600,CUST-1030,2025-10-26 20:14:00,CANCELLED,REG_NORTH
ORD-100601,CUST-1276,2026-01-09 18:43:00,PLACED,REG_SOUTH
ORD-100602,CUST-1312,2026-01-16 13:28:00,PLACED,REG_SOUTH
ORD-100603,CUST-1146,2025-10-09 17:10:00,DELIVERED,REG_WEST
ORD-100604,CUST-1463,2025-04-22 00:52:00,PLACED,REG_EAST
ORD-100605,CUST-1172,2025-04-01 01:59:00,CANCELLED,REG_EAST
ORD-100606,CUST-1257,2026-06-04 21:24:00,RETURNED,REG_SOUTH
ORD-100607,CUST-1523,2025-08-23 01:10:00,SHIPPED,REG_NORTH
ORD-100608,CUST-1308,2025-05-16 12:44:00,PLACED,REG_SOUTH
ORD-100609,CUST-1287,2026-06-24 13:13:00,SHIPPED,REG_EAST
ORD-100610,CUST-1351,2026-02-20 08:48:00,SHIPPED,REG_EAST
ORD-100611,CUST-1252,2026-03-06 00:00:00,PLACED,REG_EAST
ORD-100612,CUST-1017,2026-03-21 04:41:00,CANCELLED,REG_WEST
ORD-100613,CUST-1005,2025-04-05 21:11:00,PLACED,REG_WEST
ORD-100614,CUST-1403,2026-01-01 02:50:00,DELIVERED,REG_NORTH
ORD-100615,CUST-1032,2026-06-01 21:28:00,SHIPPED,REG_EAST
ORD-100616,CUST-1386,2026-05-29 19:22:00,PLACED,REG_NORTH
ORD-100617,CUST-1128,2025-11-23 11:59:00,PLACED,REG_NORTH
ORD-100618,CUST-1227,2026-04-16 00:48:00,PLACED,REG_EAST
ORD-100619,CUST-1197,2025-05-17 19:40:00,PLACED,REG_SOUTH
ORD-100620,CUST-1240,2025-12-09 11:02:00,PLACED,REG_SOUTH
ORD-100621,CUST-1008,2025-07-10 20:25:00,PLACED,REG_EAST
ORD-100622,CUST-1513,2025-12-09 05:35:00,PLACED,REG_SOUTH
ORD-100623,CUST-1067,2026-01-27 04:47:00,PLACED,REG_EAST
ORD-100624,CUST-1234,2025-12-24 23:50:00,PLACED,REG_NORTH
ORD-100625,CUST-1546,2026-02-09 08:43:00,PLACED,REG_WEST
ORD-100626,CUST-1003,2025-11-05 20:43:00,CANCELLED,REG_NORTH
ORD-100627,CUST-1331,2025-11-08 13:17:00,PLACED,REG_WEST
ORD-100628,CUST-1508,2025-10-03 16:48:00,PLACED,REG_SOUTH
ORD-100629,CUST-1049,2025-08-21 13:34:00,PLACED,REG_NORTH
ORD-100630,CUST-1402,2025-07-09 10:05:00,DELIVERED,REG_NORTH
ORD-100631,CUST-1232,2026-03-20 13:04:00,CANCELLED,REG_SOUTH
ORD-100632,CUST-1169,2025-09-16 09:04:00,SHIPPED,REG_NORTH
ORD-100633,CUST-1029,2025-12-02 13:51:00,PLACED,REG_EAST
ORD-100634,CUST-1257,2025-08-05 03:30:00,PLACED,REG_EAST
ORD-100637,CUST-1088,2025-05-02 01:24:00,PLACED,REG_NORTH
ORD-100638,CUST-1131,2025-05-02 14:03:00,PLACED,REG_WEST
ORD-100639,CUST-1068,2025-05-23 21:03:00,PLACED,REG_EAST
ORD-100641,CUST-1011,2025-11-19 12:29:00,DELIVERED,REG_NORTH
ORD-100642,CUST-1348,2026-02-28 21:50:00,PLACED,REG_EAST
ORD-100643,CUST-1198,2025-05-26 03:00:00,PLACED,REG_NORTH
ORD-100644,CUST-1199,2026-01-19 04:40:00,PLACED,REG_EAST
ORD-100645,CUST-1432,2025-12-03 23:39:00,PLACED,REG_SOUTH
ORD-100646,CUST-1141,2026-05-14 01:03:00,PLACED,REG_WEST
ORD-100647,CUST-1526,2026-02-28 11:19:00,PLACED,REG_SOUTH
ORD-100648,CUST-1151,2025-11-27 09:38:00,PLACED,REG_EAST
ORD-100649,CUST-1009,2025-12-22 18:42:00,SHIPPED,REG_NORTH
ORD-100650,CUST-1244,2025-12-16 17:54:00,PLACED,REG_EAST
ORD-100651,CUST-1201,2025-07-12 20:58:00,PLACED,REG_NORTH
ORD-100652,CUST-1350,2025-07-06 21:30:00,SHIPPED,REG_WEST
ORD-100653,CUST-1340,2026-06-11 18:36:00,RETURNED,REG_EAST
ORD-100654,CUST-1429,2025-09-16 05:06:00,PLACED,REG_NORTH
ORD-100655,CUST-1508,2025-07-22 00:40:00,PLACED,REG_SOUTH
ORD-100656,CUST-1478,2026-02-14 06:15:00,PLACED,REG_EAST
ORD-100657,CUST-1385,2025-07-15 12:11:00,DELIVERED,REG_NORTH
ORD-100658,CUST-1372,2025-04-06 02:22:00,PLACED,REG_NORTH
ORD-100659,CUST-1146,2025-08-27 14:12:00,SHIPPED,REG_EAST
ORD-100661,CUST-1269,2026-04-04 05:21:00,DELIVERED,REG_SOUTH
ORD-100662,CUST-1183,2025-07-10 00:11:00,DELIVERED,REG_NORTH
ORD-100663,CUST-1022,2026-05-31 21:08:00,PLACED,REG_NORTH
ORD-100664,CUST-1347,2025-07-17 09:29:00,PLACED,REG_EAST
ORD-100665,CUST-1176,2025-12-26 19:56:00,PLACED,REG_NORTH
ORD-100667,CUST-1384,2025-09-10 19:27:00,RETURNED,REG_SOUTH
ORD-100668,CUST-1048,2026-04-26 19:37:00,PLACED,REG_EAST
ORD-100669,CUST-1153,2025-09-15 07:03:00,SHIPPED,REG_EAST
ORD-100670,CUST-1130,2026-06-10 16:37:00,DELIVERED,REG_SOUTH
ORD-100671,CUST-1084,2026-05-07 15:50:00,SHIPPED,REG_NORTH
ORD-100672,CUST-1172,2025-12-17 12:48:00,DELIVERED,REG_EAST
ORD-100673,CUST-1511,2025-12-22 14:11:00,PLACED,REG_EAST
ORD-100674,CUST-1539,2026-03-22 15:45:00,RETURNED,REG_WEST
ORD-100675,CUST-1275,2026-01-23 12:40:00,CANCELLED,REG_NORTH
ORD-100676,CUST-1213,2025-07-22 06:28:00,DELIVERED,REG_WEST
ORD-100677,CUST-1224,2025-09-04 13:56:00,PLACED,REG_SOUTH
ORD-100678,CUST-1384,2025-08-09 17:05:00,PLACED,REG_NORTH
ORD-100679,CUST-1303,2025-11-14 16:22:00,PLACED,REG_NORTH
ORD-100680,CUST-1477,2025-12-19 19:21:00,PLACED,REG_WEST
ORD-100681,CUST-1443,2025-10-27 11:51:00,PLACED,REG_EAST
ORD-100682,CUST-1392,2025-04-13 05:28:00,PLACED,REG_NORTH
ORD-100683,CUST-1368,2025-05-13 09:53:00,PLACED,REG_NORTH
ORD-100684,CUST-1284,2025-07-26 03:07:00,PLACED,REG_NORTH
ORD-100685,CUST-1206,2025-09-18 06:43:00,PLACED,REG_EAST
ORD-100686,CUST-1282,2025-07-07 22:38:00,RETURNED,REG_EAST
ORD-100687,CUST-1009,2026-04-30 09:18:00,DELIVERED,REG_WEST
ORD-100688,CUST-1416,2026-05-26 18:48:00,SHIPPED,REG_WEST
ORD-100689,CUST-1525,2026-04-25 04:55:00,PLACED,REG_SOUTH
ORD-100690,CUST-1215,2025-11-29 00:00:00,PLACED,REG_WEST
ORD-100691,CUST-1473,2025-09-22 02:20:00,DELIVERED,REG_WEST
ORD-100692,CUST-1428,2025-07-17 14:28:00,DELIVERED,REG_NORTH
ORD-100693,CUST-1384,2025-06-11 18:55:00,PLACED,REG_NORTH
ORD-100694,CUST-1512,2026-05-20 21:53:00,PLACED,REG_SOUTH
ORD-100695,CUST-1430,2025-11-04 21:48:00,PLACED,REG_EAST
ORD-100696,CUST-1334,2026-01-26 00:36:00,DELIVERED,REG_SOUTH
ORD-100698,CUST-1391,2025-07-14 12:04:00,PLACED,REG_SOUTH
ORD-100700,CUST-1096,2025-06-27 03:43:00,PLACED,REG_NORTH
ORD-100701,CUST-1501,2025-04-14 05:12:00,PLACED,REG_WEST
ORD-100702,CUST-1291,2025-07-15 07:18:00,SHIPPED,REG_NORTH
ORD-100703,CUST-1466,2025-04-30 11:33:00,PLACED,REG_EAST
ORD-100704,CUST-1421,2025-10-18 05:07:00,PLACED,REG_WEST
ORD-100705,CUST-1490,2026-04-16 02:24:00,RETURNED,REG_SOUTH
ORD-100706,CUST-1134,2026-06-20 06:19:00,PLACED,REG_WEST
ORD-100707,CUST-1163,2026-02-04 18:19:00,PLACED,REG_WEST
ORD-100708,CUST-1283,2025-07-13 00:09:00,PLACED,REG_WEST
ORD-100709,CUST-1253,2025-12-26 10:58:00,PLACED,REG_WEST
ORD-100710,CUST-1472,2025-11-23 18:02:00,SHIPPED,REG_EAST
ORD-100711,CUST-1468,2025-09-25 22:53:00,SHIPPED,REG_EAST
ORD-100712,CUST-1401,2026-02-08 05:26:00,PLACED,REG_WEST
ORD-100713,CUST-1469,2025-10-14 21:11:00,SHIPPED,REG_NORTH
ORD-100714,CUST-1403,2026-03-24 01:15:00,DELIVERED,REG_SOUTH
ORD-100715,CUST-1281,2026-02-16 17:18:00,SHIPPED,REG_NORTH
ORD-100716,CUST-1223,2025-12-09 13:48:00,PLACED,REG_EAST
ORD-100718,CUST-1420,2025-11-17 05:16:00,PLACED,REG_NORTH
ORD-100719,CUST-1474,2025-04-14 02:40:00,SHIPPED,REG_WEST
ORD-100720,CUST-1391,2025-09-23 23:25:00,DELIVERED,REG_WEST
ORD-100721,CUST-1039,2025-04-06 00:00:00,SHIPPED,REG_SOUTH
ORD-100722,CUST-1335,2026-03-10 23:29:00,PLACED,REG_NORTH
ORD-100723,CUST-1085,2026-01-06 21:15:00,SHIPPED,REG_WEST
ORD-100724,CUST-1144,2025-11-28 08:53:00,PLACED,REG_NORTH
ORD-100725,CUST-1103,2025-06-30 09:07:00,PLACED,REG_WEST
