item_id,order_id,product_id,product_name,category,qty,unit_price,discount,net_price
ITM-100410,ORD-100164,PRD-122,Oreo Biscuits,Snacks,2,30.0,10,54.0
ITM-100411,ORD-100164,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,15,85.0
ITM-100412,ORD-100164,PRD-124,Haldiram Bhujia 150g,Snacks,1,55.0,20,44.0
ITM-100413,ORD-100164,PRD-115,Pepsi 750ml,Beverages,2,45.0,15,76.5
ITM-100414,ORD-100165,PRD-106,Whole Wheat Bread,Bakery,4,45.0,10,162.0
ITM-100415,ORD-100165,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,0,20.0
ITM-100416,ORD-100165,PRD-113,Nescafé Classic 100g,Beverages,5,299.0,10,1345.5
ITM-100417,ORD-100165,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,10,237.6
ITM-100418,ORD-100166,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,20,80.0
ITM-100419,ORD-100166,PRD-119,Potatoes 5kg,Produce,1,150.0,5,142.5
ITM-100420,ORD-100166,PRD-120,Tomatoes 1kg,Produce,1,40.0,10,36.0
ITM-100421,ORD-100167,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,0,264.0
ITM-100422,ORD-100167,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,15,420.75
ITM-100423,ORD-100167,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,10,178.2
ITM-100424,ORD-100168,PRD-121,Lays Potato Chips,Snacks,1,20.0,20,16.0
ITM-100425,ORD-100168,PRD-118,Onions 5kg,Produce,2,180.0,5,342.0
ITM-100426,ORD-100169,PRD-108,Croissant,Bakery,1,60.0,20,48.0
ITM-100427,ORD-100169,PRD-121,Lays Potato Chips,Snacks,5,20.0,15,85.0
ITM-100428,ORD-100169,PRD-123,Kurkure Masala Munch,Snacks,2,20.0,5,38.0
ITM-100429,ORD-100170,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,10,445.5
ITM-100430,ORD-100170,PRD-122,Oreo Biscuits,Snacks,3,30.0,15,76.5
ITM-100431,ORD-100170,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,0,198.0
ITM-100432,ORD-100171,PRD-115,Pepsi 750ml,Beverages,5,45.0,15,191.25
ITM-100433,ORD-100171,PRD-117,Washington Apples 1kg,Produce,4,220.0,0,880.0
ITM-100434,ORD-100171,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,20,80.0
ITM-100435,ORD-100172,PRD-115,Pepsi 750ml,Beverages,3,45.0,20,108.0
ITM-100437,ORD-100172,PRD-115,Pepsi 750ml,Beverages,1,45.0,0,45.0
ITM-100438,ORD-100173,PRD-106,Whole Wheat Bread,Bakery,1,45.0,10,40.5
ITM-100439,ORD-100173,PRD-104,Greek Yogurt 150g,Dairy,3,50.0,5,142.5
ITM-100440,ORD-100173,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,5,190.0
ITM-100441,ORD-100173,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,5,570.0
ITM-100442,ORD-100174,PRD-110,Garlic Bread,Bakery,5,80.0,15,340.0
ITM-100443,ORD-100175,PRD-116,Organic Bananas 1kg,Produce,4,60.0,10,216.0
ITM-100444,ORD-100175,PRD-115,Pepsi 750ml,Beverages,3,45.0,0,135.0
ITM-100445,ORD-100176,PRD-103,Paneer 200g,Dairy,2,85.0,0,170.0
ITM-100447,ORD-100177,PRD-119,Potatoes 5kg,Produce,3,150.0,10,405.0
ITM-100448,ORD-100177,PRD-116,Organic Bananas 1kg,Produce,5,60.0,20,240.0
ITM-100450,ORD-100177,PRD-115,Pepsi 750ml,Beverages,5,45.0,10,202.5
ITM-100453,ORD-100179,PRD-112,Tropicana Orange 1L,Beverages,1,99.0,10,89.1
ITM-100454,ORD-100179,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,10,324.0
ITM-100455,ORD-100179,PRD-115,Pepsi 750ml,Beverages,5,45.0,5,213.75
ITM-100456,ORD-100179,PRD-106,Whole Wheat Bread,Bakery,3,45.0,20,108.0
ITM-100457,ORD-100180,PRD-106,Whole Wheat Bread,Bakery,2,45.0,5,85.5
ITM-100458,ORD-100180,PRD-108,Croissant,Bakery,1,60.0,0,60.0
ITM-100459,ORD-100181,PRD-119,Potatoes 5kg,Produce,4,150.0,5,570.0
ITM-100460,ORD-100181,PRD-109,Chocolate Muffin,Bakery,2,40.0,10,72.0
ITM-100461,ORD-100181,PRD-107,White Bread,Bakery,1,35.0,20,28.0
ITM-100462,ORD-100182,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,5,282.15
ITM-100463,ORD-100182,PRD-115,Pepsi 750ml,Beverages,2,45.0,20,72.0
ITM-100464,ORD-100182,PRD-118,Onions 5kg,Produce,1,180.0,10,162.0
ITM-100465,ORD-100183,PRD-113,Nescafé Classic 100g,Beverages,2,299.0,15,508.3
ITM-100466,ORD-100184,PRD-111,Coca Cola 2L,Beverages,1,99.0,5,94.05
ITM-100467,ORD-100184,PRD-124,Haldiram Bhujia 150g,Snacks,5,55.0,20,220.0
ITM-100468,ORD-100184,PRD-111,Coca Cola 2L,Beverages,4,99.0,10,356.4
ITM-100469,ORD-100184,PRD-110,Garlic Bread,Bakery,2,80.0,20,128.0
ITM-100470,ORD-100185,PRD-111,Coca Cola 2L,Beverages,4,99.0,0,396.0
ITM-100471,ORD-100185,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,5,313.5
ITM-100472,ORD-100185,PRD-104,Greek Yogurt 150g,Dairy,1,50.0,10,45.0
ITM-100473,ORD-100185,PRD-113,Nescafé Classic 100g,Beverages,2,299.0,20,478.4
ITM-100474,ORD-100186,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,0,297.0
ITM-100475,ORD-100186,PRD-102,Mother Dairy Milk 1L,Dairy,2,66.0,20,105.6
ITM-100476,ORD-100186,PRD-119,Potatoes 5kg,Produce,2,150.0,20,240.0
ITM-100478,ORD-100187,PRD-103,Paneer 200g,Dairy,4,85.0,20,272.0
ITM-100479,ORD-100188,PRD-117,Washington Apples 1kg,Produce,2,220.0,15,374.0
ITM-100480,ORD-100189,PRD-111,Coca Cola 2L,Beverages,5,99.0,20,396.0
ITM-100481,ORD-100189,PRD-117,Washington Apples 1kg,Produce,3,220.0,0,660.0
ITM-100482,ORD-100189,PRD-113,Nescafé Classic 100g,Beverages,4,299.0,5,1136.2
ITM-100483,ORD-100189,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,15,252.45
ITM-100484,ORD-100190,PRD-110,Garlic Bread,Bakery,3,80.0,10,216.0
ITM-100485,ORD-100191,PRD-115,Pepsi 750ml,Beverages,1,45.0,20,36.0
ITM-100486,ORD-100191,PRD-107,White Bread,Bakery,4,35.0,15,119.0
ITM-100489,ORD-100192,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,20,480.0
ITM-100490,ORD-100193,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,5,342.0
ITM-100491,ORD-100194,PRD-117,Washington Apples 1kg,Produce,1,220.0,10,198.0
ITM-100492,ORD-100194,PRD-119,Potatoes 5kg,Produce,1,150.0,15,127.5
ITM-100493,ORD-100194,PRD-101,Amul Butter 500g,Dairy,3,55.0,15,140.25
ITM-100494,ORD-100194,PRD-114,Red Label Tea 250g,Beverages,5,140.0,5,665.0
ITM-100495,ORD-100195,PRD-123,Kurkure Masala Munch,Snacks,2,20.0,20,32.0
ITM-100496,ORD-100195,PRD-107,White Bread,Bakery,4,35.0,5,133.0
ITM-100497,ORD-100195,PRD-110,Garlic Bread,Bakery,4,80.0,20,256.0
ITM-100498,ORD-100195,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,10,297.0
ITM-100499,ORD-100196,PRD-116,Organic Bananas 1kg,Produce,4,60.0,20,192.0
ITM-100500,ORD-100196,PRD-108,Croissant,Bakery,1,60.0,0,60.0
ITM-100501,ORD-100196,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,10,324.0
ITM-100502,ORD-100197,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,10,180.0
ITM-100503,ORD-100197,PRD-106,Whole Wheat Bread,Bakery,2,45.0,15,76.5
ITM-100504,ORD-100197,PRD-101,Amul Butter 500g,Dairy,3,55.0,0,165.0
ITM-100505,ORD-100197,PRD-116,Organic Bananas 1kg,Produce,5,60.0,0,300.0
ITM-100506,ORD-100198,PRD-119,Potatoes 5kg,Produce,5,150.0,15,637.5
ITM-100507,ORD-100198,PRD-114,Red Label Tea 250g,Beverages,4,140.0,10,504.0
ITM-100508,ORD-100198,PRD-123,Kurkure Masala Munch,Snacks,3,20.0,0,60.0
ITM-100509,ORD-100199,PRD-109,Chocolate Muffin,Bakery,5,40.0,5,190.0
ITM-100510,ORD-100200,PRD-105,Amul Cheese Slices 200g,Dairy,4,120.0,10,432.0
ITM-100511,ORD-100201,PRD-112,Tropicana Orange 1L,Beverages,1,99.0,5,94.05
ITM-100512,ORD-100201,PRD-109,Chocolate Muffin,Bakery,4,40.0,10,144.0
ITM-100513,ORD-100202,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,10,178.2
ITM-100514,ORD-100202,PRD-117,Washington Apples 1kg,Produce,5,220.0,0,1100.0
ITM-100515,ORD-100202,PRD-107,White Bread,Bakery,1,35.0,5,33.25
ITM-100516,ORD-100203,PRD-118,Onions 5kg,Produce,3,180.0,10,486.0
ITM-100518,ORD-100204,PRD-104,Greek Yogurt 150g,Dairy,5,50.0,20,200.0
ITM-100519,ORD-100204,PRD-112,Tropicana Orange 1L,Beverages,1,99.0,5,94.05
ITM-100520,ORD-100204,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,20,288.0
ITM-100521,ORD-100205,PRD-125,Cadbury Dairy Milk 100g,Snacks,4,100.0,15,340.0
ITM-100522,ORD-100205,PRD-111,Coca Cola 2L,Beverages,1,99.0,5,94.05
ITM-100523,ORD-100205,PRD-107,White Bread,Bakery,5,35.0,5,166.25
ITM-100525,ORD-100206,PRD-120,Tomatoes 1kg,Produce,5,40.0,20,160.0
ITM-100526,ORD-100207,PRD-114,Red Label Tea 250g,Beverages,1,140.0,15,119.0
ITM-100528,ORD-100209,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,10,267.3
ITM-100529,ORD-100209,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,15,510.0
ITM-100530,ORD-100209,PRD-117,Washington Apples 1kg,Produce,2,220.0,10,396.0
ITM-100531,ORD-100209,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,10,18.0
ITM-100532,ORD-100210,PRD-108,Croissant,Bakery,2,60.0,5,114.0
ITM-100533,ORD-100211,PRD-110,Garlic Bread,Bakery,2,80.0,5,152.0
ITM-100534,ORD-100211,PRD-105,Amul Cheese Slices 200g,Dairy,4,120.0,0,480.0
ITM-100535,ORD-100212,PRD-103,Paneer 200g,Dairy,4,85.0,0,340.0
ITM-100536,ORD-100213,PRD-102,Mother Dairy Milk 1L,Dairy,1,66.0,5,62.7
ITM-100537,ORD-100213,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,20,264.0
ITM-100538,ORD-100213,PRD-102,Mother Dairy Milk 1L,Dairy,1,66.0,15,56.1
ITM-100539,ORD-100213,PRD-109,Chocolate Muffin,Bakery,1,40.0,0,40.0
ITM-100540,ORD-100214,PRD-122,Oreo Biscuits,Snacks,1,30.0,0,30.0
ITM-100542,ORD-100214,PRD-107,White Bread,Bakery,2,35.0,20,56.0
ITM-100543,ORD-100215,PRD-122,Oreo Biscuits,Snacks,1,30.0,10,27.0
ITM-100544,ORD-100215,PRD-103,Paneer 200g,Dairy,3,85.0,5,242.25
ITM-100545,ORD-100216,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,5,470.25
ITM-100546,ORD-100216,PRD-125,Cadbury Dairy Milk 100g,Snacks,2,100.0,20,160.0
ITM-100547,ORD-100216,PRD-117,Washington Apples 1kg,Produce,1,220.0,20,176.0
ITM-100549,ORD-100218,PRD-123,Kurkure Masala Munch,Snacks,3,20.0,5,57.0
ITM-100550,ORD-100218,PRD-106,Whole Wheat Bread,Bakery,1,45.0,20,36.0
ITM-100551,ORD-100219,PRD-107,White Bread,Bakery,4,35.0,20,112.0
ITM-100552,ORD-100220,PRD-123,Kurkure Masala Munch,Snacks,2,20.0,20,32.0
ITM-100553,ORD-100220,PRD-115,Pepsi 750ml,Beverages,2,45.0,0,90.0
ITM-100555,ORD-100221,PRD-107,White Bread,Bakery,2,35.0,20,56.0
ITM-100556,ORD-100221,PRD-114,Red Label Tea 250g,Beverages,3,140.0,0,420.0
ITM-100557,ORD-100221,PRD-104,Greek Yogurt 150g,Dairy,1,50.0,15,42.5
ITM-100558,ORD-100221,PRD-117,Washington Apples 1kg,Produce,4,220.0,5,836.0
ITM-100559,ORD-100222,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,10,90.0
ITM-100560,ORD-100222,PRD-124,Haldiram Bhujia 150g,Snacks,1,55.0,0,55.0
ITM-100561,ORD-100222,PRD-111,Coca Cola 2L,Beverages,1,99.0,15,84.15
ITM-100562,ORD-100223,PRD-110,Garlic Bread,Bakery,5,80.0,15,340.0
ITM-100563,ORD-100223,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,10,198.0
ITM-100564,ORD-100223,PRD-108,Croissant,Bakery,4,60.0,20,192.0
ITM-100565,ORD-100223,PRD-110,Garlic Bread,Bakery,2,80.0,15,136.0
ITM-100567,ORD-100225,PRD-101,Amul Butter 500g,Dairy,1,55.0,15,46.75
ITM-100568,ORD-100225,PRD-113,Nescafé Classic 100g,Beverages,5,299.0,15,1270.75
ITM-100569,ORD-100226,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,5,190.0
ITM-100570,ORD-100227,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,20,16.0
ITM-100571,ORD-100227,PRD-124,Haldiram Bhujia 150g,Snacks,1,55.0,5,52.25
ITM-100572,ORD-100227,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,5,282.15
ITM-100573,ORD-100227,PRD-107,White Bread,Bakery,4,35.0,20,112.0
ITM-100574,ORD-100228,PRD-108,Croissant,Bakery,4,60.0,15,204.0
ITM-100575,ORD-100229,PRD-125,Cadbury Dairy Milk 100g,Snacks,5,100.0,20,400.0
ITM-100576,ORD-100229,PRD-109,Chocolate Muffin,Bakery,3,40.0,15,102.0
ITM-100577,ORD-100229,PRD-116,Organic Bananas 1kg,Produce,4,60.0,20,192.0
ITM-100578,ORD-100230,PRD-117,Washington Apples 1kg,Produce,2,220.0,10,396.0
ITM-100579,ORD-100230,PRD-125,Cadbury Dairy Milk 100g,Snacks,1,100.0,15,85.0
ITM-100580,ORD-100230,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,10,180.0
ITM-100581,ORD-100230,PRD-116,Organic Bananas 1kg,Produce,2,60.0,5,114.0
ITM-100582,ORD-100231,PRD-104,Greek Yogurt 150g,Dairy,1,50.0,0,50.0
ITM-100583,ORD-100232,PRD-122,Oreo Biscuits,Snacks,2,30.0,0,60.0
ITM-100584,ORD-100232,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,20,717.6
ITM-100585,ORD-100232,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,10,540.0
ITM-100586,ORD-100232,PRD-120,Tomatoes 1kg,Produce,1,40.0,0,40.0
ITM-100588,ORD-100233,PRD-110,Garlic Bread,Bakery,4,80.0,15,272.0
ITM-100589,ORD-100233,PRD-117,Washington Apples 1kg,Produce,5,220.0,10,990.0
ITM-100590,ORD-100233,PRD-111,Coca Cola 2L,Beverages,5,99.0,20,396.0
ITM-100591,ORD-100234,PRD-125,Cadbury Dairy Milk 100g,Snacks,4,100.0,0,400.0
ITM-100592,ORD-100235,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,15,762.45
ITM-100593,ORD-100236,PRD-115,Pepsi 750ml,Beverages,1,45.0,15,38.25
ITM-100594,ORD-100236,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,5,313.5
ITM-100595,ORD-100236,PRD-122,Oreo Biscuits,Snacks,2,30.0,10,54.0
ITM-100596,ORD-100236,PRD-116,Organic Bananas 1kg,Produce,2,60.0,15,102.0
ITM-100597,ORD-100237,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,15,68.0
ITM-100598,ORD-100237,PRD-125,Cadbury Dairy Milk 100g,Snacks,5,100.0,0,500.0
ITM-100599,ORD-100237,PRD-122,Oreo Biscuits,Snacks,5,30.0,15,127.5
ITM-100600,ORD-100238,PRD-116,Organic Bananas 1kg,Produce,2,60.0,20,96.0
ITM-100601,ORD-100238,PRD-117,Washington Apples 1kg,Produce,4,220.0,0,880.0
ITM-100602,ORD-100238,PRD-109,Chocolate Muffin,Bakery,5,40.0,15,170.0
ITM-100603,ORD-100238,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,20,717.6
ITM-100604,ORD-100239,PRD-111,Coca Cola 2L,Beverages,1,99.0,0,99.0
ITM-100605,ORD-100239,PRD-119,Potatoes 5kg,Produce,2,150.0,0,300.0
ITM-100607,ORD-100240,PRD-125,Cadbury Dairy Milk 100g,Snacks,4,100.0,10,360.0
ITM-100608,ORD-100241,PRD-114,Red Label Tea 250g,Beverages,3,140.0,10,378.0
ITM-100609,ORD-100242,PRD-112,Tropicana Orange 1L,Beverages,2,99.0,0,198.0
ITM-100610,ORD-100242,PRD-108,Croissant,Bakery,3,60.0,5,171.0
ITM-100611,ORD-100242,PRD-119,Potatoes 5kg,Produce,1,150.0,0,150.0
ITM-100612,ORD-100242,PRD-110,Garlic Bread,Bakery,3,80.0,0,240.0
ITM-100613,ORD-100243,PRD-101,Amul Butter 500g,Dairy,3,55.0,20,132.0
ITM-100614,ORD-100243,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,15,224.4
ITM-100615,ORD-100244,PRD-109,Chocolate Muffin,Bakery,4,40.0,0,160.0
ITM-100616,ORD-100244,PRD-119,Potatoes 5kg,Produce,3,150.0,0,450.0
ITM-100617,ORD-100244,PRD-113,Nescafé Classic 100g,Beverages,4,299.0,20,956.8
ITM-100618,ORD-100244,PRD-111,Coca Cola 2L,Beverages,1,99.0,20,79.2
ITM-100619,ORD-100245,PRD-104,Greek Yogurt 150g,Dairy,3,50.0,5,142.5
ITM-100620,ORD-100245,PRD-116,Organic Bananas 1kg,Produce,3,60.0,20,144.0
ITM-100621,ORD-100245,PRD-106,Whole Wheat Bread,Bakery,3,45.0,20,108.0
ITM-100622,ORD-100245,PRD-112,Tropicana Orange 1L,Beverages,2,99.0,15,168.3
ITM-100623,ORD-100246,PRD-121,Lays Potato Chips,Snacks,5,20.0,0,100.0
ITM-100624,ORD-100246,PRD-107,White Bread,Bakery,3,35.0,10,94.5
ITM-100625,ORD-100246,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,10,297.0
ITM-100626,ORD-100246,PRD-113,Nescafé Classic 100g,Beverages,5,299.0,5,1420.25
ITM-100627,ORD-100247,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,20,16.0
ITM-100628,ORD-100248,PRD-109,Chocolate Muffin,Bakery,5,40.0,0,200.0
ITM-100630,ORD-100248,PRD-114,Red Label Tea 250g,Beverages,3,140.0,5,399.0
ITM-100631,ORD-100249,PRD-121,Lays Potato Chips,Snacks,5,20.0,10,90.0
ITM-100632,ORD-100250,PRD-114,Red Label Tea 250g,Beverages,3,140.0,20,336.0
ITM-100633,ORD-100250,PRD-107,White Bread,Bakery,4,35.0,15,119.0
ITM-100634,ORD-100250,PRD-109,Chocolate Muffin,Bakery,5,40.0,20,160.0
ITM-100635,ORD-100251,PRD-122,Oreo Biscuits,Snacks,2,30.0,20,48.0
ITM-100636,ORD-100251,PRD-101,Amul Butter 500g,Dairy,2,55.0,20,88.0
ITM-100637,ORD-100251,PRD-119,Potatoes 5kg,Produce,2,150.0,15,255.0
ITM-100638,ORD-100251,PRD-122,Oreo Biscuits,Snacks,3,30.0,15,76.5
ITM-100639,ORD-100252,PRD-119,Potatoes 5kg,Produce,5,150.0,0,750.0
ITM-100640,ORD-100252,PRD-107,White Bread,Bakery,4,35.0,10,126.0
ITM-100641,ORD-100252,PRD-105,Amul Cheese Slices 200g,Dairy,2,120.0,5,228.0
ITM-100642,ORD-100252,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,10,198.0
ITM-100643,ORD-100253,PRD-111,Coca Cola 2L,Beverages,2,99.0,0,198.0
ITM-100644,ORD-100253,PRD-114,Red Label Tea 250g,Beverages,3,140.0,10,378.0
ITM-100645,ORD-100253,PRD-121,Lays Potato Chips,Snacks,3,20.0,5,57.0
ITM-100646,ORD-100253,PRD-122,Oreo Biscuits,Snacks,2,30.0,20,48.0
ITM-100647,ORD-100254,PRD-108,Croissant,Bakery,2,60.0,0,120.0
ITM-100648,ORD-100254,PRD-107,White Bread,Bakery,2,35.0,0,70.0
ITM-100650,ORD-100254,PRD-116,Organic Bananas 1kg,Produce,4,60.0,20,192.0
ITM-100651,ORD-100255,PRD-121,Lays Potato Chips,Snacks,2,20.0,0,40.0
ITM-100652,ORD-100255,PRD-106,Whole Wheat Bread,Bakery,2,45.0,10,81.0
ITM-100653,ORD-100255,PRD-101,Amul Butter 500g,Dairy,3,55.0,10,148.5
ITM-100654,ORD-100255,PRD-122,Oreo Biscuits,Snacks,2,30.0,20,48.0
ITM-100655,ORD-100256,PRD-124,Haldiram Bhujia 150g,Snacks,1,55.0,15,46.75
ITM-100656,ORD-100257,PRD-103,Paneer 200g,Dairy,5,85.0,10,382.5
ITM-100657,ORD-100258,PRD-103,Paneer 200g,Dairy,3,85.0,15,216.75
ITM-100658,ORD-100258,PRD-122,Oreo Biscuits,Snacks,4,30.0,0,120.0
ITM-100660,ORD-100259,PRD-119,Potatoes 5kg,Produce,1,150.0,20,120.0
ITM-100661,ORD-100260,PRD-116,Organic Bananas 1kg,Produce,2,60.0,0,120.0
ITM-100662,ORD-100260,PRD-120,Tomatoes 1kg,Produce,3,40.0,0,120.0
ITM-100663,ORD-100260,PRD-111,Coca Cola 2L,Beverages,4,99.0,20,316.8
ITM-100664,ORD-100261,PRD-114,Red Label Tea 250g,Beverages,2,140.0,5,266.0
ITM-100665,ORD-100261,PRD-104,Greek Yogurt 150g,Dairy,2,50.0,5,95.0
ITM-100669,ORD-100263,PRD-118,Onions 5kg,Produce,4,180.0,15,612.0
ITM-100670,ORD-100263,PRD-122,Oreo Biscuits,Snacks,3,30.0,5,85.5
ITM-100672,ORD-100264,PRD-123,Kurkure Masala Munch,Snacks,3,20.0,10,54.0
ITM-100673,ORD-100264,PRD-101,Amul Butter 500g,Dairy,1,55.0,20,44.0
ITM-100675,ORD-100264,PRD-109,Chocolate Muffin,Bakery,4,40.0,20,128.0
ITM-100676,ORD-100265,PRD-121,Lays Potato Chips,Snacks,1,20.0,10,18.0
ITM-100677,ORD-100265,PRD-118,Onions 5kg,Produce,4,180.0,5,684.0
ITM-100678,ORD-100265,PRD-113,Nescafé Classic 100g,Beverages,4,299.0,0,1196.0
ITM-100679,ORD-100266,PRD-110,Garlic Bread,Bakery,2,80.0,0,160.0
ITM-100680,ORD-100266,PRD-110,Garlic Bread,Bakery,2,80.0,5,152.0
ITM-100681,ORD-100266,PRD-115,Pepsi 750ml,Beverages,4,45.0,10,162.0
ITM-100682,ORD-100267,PRD-109,Chocolate Muffin,Bakery,4,40.0,0,160.0
ITM-100683,ORD-100268,PRD-124,Haldiram Bhujia 150g,Snacks,3,55.0,15,140.25
ITM-100684,ORD-100268,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,15,17.0
ITM-100686,ORD-100268,PRD-117,Washington Apples 1kg,Produce,3,220.0,0,660.0
ITM-100687,ORD-100269,PRD-120,Tomatoes 1kg,Produce,3,40.0,20,96.0
ITM-100688,ORD-100269,PRD-115,Pepsi 750ml,Beverages,1,45.0,0,45.0
ITM-100689,ORD-100269,PRD-121,Lays Potato Chips,Snacks,4,20.0,5,76.0
ITM-100691,ORD-100270,PRD-107,White Bread,Bakery,3,35.0,10,94.5
ITM-100692,ORD-100270,PRD-119,Potatoes 5kg,Produce,1,150.0,0,150.0
ITM-100693,ORD-100270,PRD-106,Whole Wheat Bread,Bakery,5,45.0,5,213.75
ITM-100694,ORD-100270,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,5,95.0
ITM-100696,ORD-100271,PRD-116,Organic Bananas 1kg,Produce,3,60.0,5,171.0
ITM-100697,ORD-100271,PRD-106,Whole Wheat Bread,Bakery,3,45.0,20,108.0
ITM-100699,ORD-100272,PRD-114,Red Label Tea 250g,Beverages,2,140.0,10,252.0
ITM-100700,ORD-100273,PRD-113,Nescafé Classic 100g,Beverages,2,299.0,20,478.4
ITM-100701,ORD-100273,PRD-101,Amul Butter 500g,Dairy,5,55.0,0,275.0
ITM-100702,ORD-100273,PRD-121,Lays Potato Chips,Snacks,2,20.0,20,32.0
ITM-100703,ORD-100273,PRD-103,Paneer 200g,Dairy,2,85.0,15,144.5
ITM-100704,ORD-100274,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,5,19.0
ITM-100705,ORD-100274,PRD-113,Nescafé Classic 100g,Beverages,4,299.0,20,956.8
ITM-100706,ORD-100274,PRD-120,Tomatoes 1kg,Produce,2,40.0,10,72.0
ITM-100707,ORD-100275,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,5,470.25
ITM-100708,ORD-100276,PRD-101,Amul Butter 500g,Dairy,4,55.0,20,176.0
ITM-100710,ORD-100277,PRD-108,Croissant,Bakery,2,60.0,5,114.0
ITM-100712,ORD-100277,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,15,187.0
ITM-100713,ORD-100278,PRD-114,Red Label Tea 250g,Beverages,5,140.0,5,665.0
ITM-100714,ORD-100278,PRD-107,White Bread,Bakery,2,35.0,10,63.0
ITM-100715,ORD-100279,PRD-106,Whole Wheat Bread,Bakery,2,45.0,15,76.5
ITM-100716,ORD-100279,PRD-101,Amul Butter 500g,Dairy,3,55.0,10,148.5
ITM-100717,ORD-100279,PRD-108,Croissant,Bakery,4,60.0,20,192.0
ITM-100718,ORD-100279,PRD-108,Croissant,Bakery,5,60.0,10,270.0
ITM-100719,ORD-100280,PRD-103,Paneer 200g,Dairy,4,85.0,0,340.0
ITM-100720,ORD-100280,PRD-105,Amul Cheese Slices 200g,Dairy,4,120.0,10,432.0
ITM-100721,ORD-100280,PRD-122,Oreo Biscuits,Snacks,4,30.0,5,114.0
ITM-100722,ORD-100280,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,15,85.0
ITM-100723,ORD-100281,PRD-103,Paneer 200g,Dairy,5,85.0,0,425.0
ITM-100724,ORD-100281,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,0,198.0
ITM-100725,ORD-100281,PRD-108,Croissant,Bakery,3,60.0,15,153.0
ITM-100726,ORD-100282,PRD-101,Amul Butter 500g,Dairy,5,55.0,10,247.5
ITM-100727,ORD-100283,PRD-110,Garlic Bread,Bakery,3,80.0,15,204.0
ITM-100728,ORD-100283,PRD-105,Amul Cheese Slices 200g,Dairy,1,120.0,20,96.0
ITM-100729,ORD-100283,PRD-119,Potatoes 5kg,Produce,3,150.0,5,427.5
ITM-100730,ORD-100283,PRD-106,Whole Wheat Bread,Bakery,4,45.0,20,144.0
ITM-100731,ORD-100284,PRD-115,Pepsi 750ml,Beverages,1,45.0,5,42.75
ITM-100732,ORD-100284,PRD-111,Coca Cola 2L,Beverages,4,99.0,20,316.8
ITM-100733,ORD-100284,PRD-105,Amul Cheese Slices 200g,Dairy,1,120.0,10,108.0
ITM-100734,ORD-100285,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,5,250.8
