order_id,customer_id,order_date,city,payment_mode,status
ORD-100349,CUST-1115,2024-05-19 12:05:00,Mumbai,Card,delivered
ORD-100350,CUST-1139,2024-04-18 20:55:00,Delhi,UPI,delivered
ORD-100351,CUST-1138,2024-05-21 16:08:00,Delhi,UPI,delivered
ORD-100352,CUST-1001,2024-04-03 09:29:00,Bengaluru,Card,delivered
ORD-100353,CUST-1109,2024-06-08 12:52:00,Mumbai,COD,delivered
ORD-100354,CUST-1089,2024-04-20 08:12:00,Bengaluru,Card,returned
ORD-100355,CUST-1196,2024-04-15 01:51:00,Mumbai,Card,delivered
ORD-100356,CUST-1197,2024-04-03 07:13:00,Mumbai,Card,delivered
ORD-100357,CUST-1009,2024-05-28 19:43:00,Mumbai,UPI,delivered
ORD-100358,CUST-1063,2024-04-06 12:28:00,Mumbai,UPI,delivered
ORD-100359,CUST-1194,2024-04-08 04:32:00,Bengaluru,UPI,returned
ORD-100360,CUST-1188,2024-06-13 10:36:00,Mumbai,Card,delivered
ORD-100361,CUST-1083,2024-05-01 09:56:00,Bengaluru,Card,delivered
ORD-100362,CUST-1134,2024-04-29 13:19:00,Delhi,Card,delivered
ORD-100363,CUST-1152,2024-04-23 20:43:00,Mumbai,COD,delivered
ORD-100364,CUST-1013,2024-05-15 20:42:00,Delhi,Card,delivered
ORD-100365,CUST-1082,2024-06-29 13:26:00,Bengaluru,COD,delivered
ORD-100366,CUST-1048,2024-06-08 15:15:00,Delhi,COD,cancelled
ORD-100367,CUST-1182,2024-04-19 14:58:00,Bengaluru,COD,delivered
ORD-100368,CUST-1107,2024-06-11 16:08:00,Delhi,COD,delivered
ORD-100369,CUST-1053,2024-05-13 20:05:00,Mumbai,COD,returned
ORD-100370,CUST-1024,2024-06-08 23:53:00,Bengaluru,COD,delivered
ORD-100371,CUST-1097,2024-06-26 19:38:00,Delhi,UPI,delivered
ORD-100372,CUST-1049,2024-06-15 23:42:00,Bengaluru,COD,delivered
ORD-100373,CUST-1054,2024-05-13 09:58:00,Mumbai,UPI,delivered
ORD-100374,CUST-1190,2024-04-16 23:48:00,Delhi,UPI,delivered
ORD-100375,CUST-1179,2024-06-17 22:13:00,Bengaluru,UPI,delivered
ORD-100376,CUST-1142,2024-05-12 09:24:00,Bengaluru,Card,delivered
ORD-100377,CUST-1092,2024-05-10 08:23:00,Bengaluru,COD,delivered
ORD-100378,CUST-1120,2024-04-13 23:30:00,Delhi,COD,cancelled
ORD-100379,CUST-1053,2024-05-18 10:26:00,Mumbai,UPI,delivered
ORD-100380,CUST-1190,2024-04-19 00:16:00,Delhi,Card,delivered
ORD-100381,CUST-1149,2024-05-24 09:09:00,Delhi,UPI,delivered
ORD-100382,CUST-1098,2024-06-12 07:31:00,Bengaluru,Card,delivered
ORD-100383,CUST-1087,2024-05-03 15:46:00,Mumbai,COD,delivered
ORD-100384,CUST-1118,2024-04-22 23:50:00,Delhi,UPI,delivered
ORD-100385,CUST-1185,2024-06-09 15:11:00,Bengaluru,Card,returned
ORD-100386,CUST-1165,2024-04-08 16:02:00,Mumbai,UPI,cancelled
ORD-100387,CUST-1172,2024-04-07 00:26:00,Bengaluru,Card,delivered
ORD-100388,CUST-1060,2024-04-09 22:09:00,Delhi,Card,delivered
ORD-100389,CUST-1117,2024-05-18 01:39:00,Mumbai,Card,delivered
ORD-100390,CUST-1124,2024-06-24 15:01:00,Delhi,Card,delivered
ORD-100391,CUST-1106,2024-04-02 00:33:00,Bengaluru,Card,delivered
ORD-100392,CUST-1074,2024-04-03 16:52:00,Mumbai,COD,delivered
ORD-100393,CUST-1046,2024-04-14 03:33:00,Mumbai,UPI,delivered
ORD-100394,CUST-1159,2024-06-07 08:52:00,Mumbai,COD,delivered
ORD-100395,CUST-1021,2024-05-18 12:29:00,Delhi,Card,delivered
ORD-100396,CUST-1058,2024-05-09 21:52:00,Mumbai,Card,cancelled
ORD-100397,CUST-1167,2024-04-05 02:25:00,Delhi,Card,delivered
ORD-100398,CUST-1122,2024-04-08 20:00:00,Mumbai,UPI,delivered
ORD-100399,CUST-1128,2024-05-26 20:50:00,Delhi,UPI,delivered
ORD-100400,CUST-1136,2024-04-06 07:13:00,Delhi,Card,returned
ORD-100401,CUST-1146,2024-05-31 08:02:00,Mumbai,Card,returned
ORD-100402,CUST-1072,2024-06-09 18:42:00,Delhi,COD,delivered
ORD-100403,CUST-1005,2024-04-27 18:09:00,Delhi,Card,cancelled
ORD-100404,CUST-1102,2024-04-10 09:10:00,Bengaluru,Card,delivered
ORD-100405,CUST-1100,2024-06-26 17:21:00,Bengaluru,Card,delivered
ORD-100406,CUST-1036,2024-06-28 23:05:00,Bengaluru,COD,delivered
ORD-100407,CUST-1014,2024-04-13 13:14:00,Bengaluru,COD,cancelled
ORD-100408,CUST-1155,2024-06-18 19:25:00,Bengaluru,COD,returned
ORD-100409,CUST-1008,2024-06-21 08:50:00,Bengaluru,COD,returned
ORD-100410,CUST-1059,2024-05-16 17:24:00,Bengaluru,Card,delivered
ORD-100411,CUST-1150,2024-06-24 12:05:00,Bengaluru,COD,cancelled
ORD-100412,CUST-1005,2024-05-02 22:04:00,Delhi,UPI,delivered
ORD-100413,CUST-1098,2024-06-21 04:47:00,Bengaluru,COD,delivered
ORD-100414,CUST-1028,2024-04-12 00:19:00,Bengaluru,COD,delivered
ORD-100415,CUST-1027,2024-04-17 02:11:00,Mumbai,Card,delivered
ORD-100416,CUST-1143,2024-06-05 13:06:00,Mumbai,COD,delivered
ORD-100417,CUST-1142,2024-04-12 19:38:00,Bengaluru,COD,cancelled
ORD-100418,CUST-1004,2024-05-08 13:24:00,Bengaluru,Card,cancelled
ORD-100419,CUST-1144,2024-05-02 18:33:00,Mumbai,COD,delivered
ORD-100420,CUST-1044,2024-04-18 08:19:00,Bengaluru,UPI,delivered
ORD-100421,CUST-1017,2024-04-22 13:17:00,Bengaluru,COD,delivered
ORD-100422,CUST-1001,2024-04-10 11:16:00,Bengaluru,Card,returned
ORD-100423,CUST-1161,2024-06-03 19:39:00,Bengaluru,UPI,delivered
ORD-100424,CUST-1035,2024-05-09 00:25:00,Bengaluru,Card,delivered
ORD-100425,CUST-1098,2024-05-13 14:21:00,Bengaluru,Card,delivered
ORD-100426,CUST-1153,2024-04-18 09:20:00,Delhi,Card,delivered
ORD-100427,CUST-1052,2024-06-01 10:11:00,Bengaluru,COD,returned
ORD-100428,CUST-1075,2024-06-28 20:31:00,Mumbai,UPI,returned
ORD-100429,CUST-1084,2024-05-19 08:52:00,Delhi,COD,cancelled
ORD-100430,CUST-1030,2024-06-12 06:37:00,Mumbai,UPI,returned
ORD-100431,CUST-1175,2024-06-10 00:46:00,Delhi,Card,delivered
ORD-100432,CUST-1054,2024-05-27 09:53:00,Mumbai,COD,delivered
ORD-100433,CUST-1173,2024-06-03 04:40:00,Delhi,COD,delivered
ORD-100434,CUST-1169,2024-04-20 22:27:00,Delhi,UPI,cancelled
ORD-100435,CUST-1115,2024-06-16 15:37:00,Mumbai,Card,delivered
ORD-100436,CUST-1178,2024-05-24 17:02:00,Mumbai,COD,cancelled
ORD-100437,CUST-1180,2024-06-08 19:40:00,Mumbai,UPI,returned
ORD-100438,CUST-1197,2024-05-02 21:42:00,Mumbai,Card,delivered
ORD-100439,CUST-1157,2024-04-06 18:41:00,Mumbai,COD,delivered
ORD-100440,CUST-1193,2024-05-13 13:06:00,Mumbai,COD,delivered
ORD-100441,CUST-1057,2024-06-05 23:33:00,Bengaluru,Card,delivered
ORD-100442,CUST-1148,2024-04-29 14:23:00,Mumbai,Card,delivered
ORD-100443,CUST-1151,2024-06-28 16:09:00,Mumbai,UPI,delivered
ORD-100444,CUST-1124,2024-04-14 09:26:00,Delhi,UPI,returned
ORD-100445,CUST-1030,2024-04-19 11:19:00,Mumbai,UPI,delivered
ORD-100446,CUST-1134,2024-06-01 11:30:00,Delhi,Card,delivered
ORD-100447,CUST-1179,2024-05-28 10:04:00,Bengaluru,Card,delivered
ORD-100448,CUST-1030,2024-04-03 10:41:00,Mumbai,UPI,delivered
ORD-100449,CUST-1190,2024-05-02 16:11:00,Delhi,COD,delivered
ORD-100450,CUST-1144,2024-05-25 14:14:00,Mumbai,Card,cancelled
ORD-100451,CUST-1048,2024-04-24 20:42:00,Delhi,UPI,delivered
ORD-100452,CUST-1189,2024-06-18 06:28:00,Delhi,COD,delivered
ORD-100453,CUST-1002,2024-04-28 06:17:00,Mumbai,UPI,cancelled
ORD-100454,CUST-1148,2024-04-14 17:11:00,Mumbai,UPI,delivered
ORD-100455,CUST-1118,2024-04-15 08:42:00,Delhi,Card,returned
ORD-100456,CUST-1164,2024-05-11 19:24:00,Bengaluru,Card,delivered
ORD-100457,CUST-1030,2024-05-15 11:54:00,Mumbai,UPI,delivered
ORD-100458,CUST-1173,2024-05-09 19:37:00,Delhi,UPI,delivered
ORD-100459,CUST-1081,2024-04-16 07:19:00,Delhi,COD,delivered
ORD-100460,CUST-1178,2024-04-19 16:24:00,Mumbai,UPI,delivered
ORD-100461,CUST-1148,2024-05-20 13:11:00,Mumbai,Card,delivered
ORD-100462,CUST-1178,2024-06-22 05:35:00,Mumbai,COD,delivered
ORD-100463,CUST-1036,2024-04-24 10:53:00,Bengaluru,UPI,delivered
ORD-100464,CUST-1092,2024-04-02 15:08:00,Bengaluru,COD,delivered
ORD-100465,CUST-1144,2024-06-04 20:31:00,Mumbai,COD,delivered
ORD-100466,CUST-1107,2024-05-27 15:10:00,Delhi,UPI,delivered
ORD-100467,CUST-1004,2024-04-29 09:02:00,Bengaluru,Card,delivered
ORD-100468,CUST-1074,2024-04-22 14:36:00,Mumbai,COD,delivered
ORD-100469,CUST-1141,2024-06-05 03:36:00,Bengaluru,Card,delivered
ORD-100470,CUST-1094,2024-06-09 01:48:00,Bengaluru,Card,delivered
ORD-100471,CUST-1056,2024-05-25 03:47:00,Bengaluru,UPI,cancelled
ORD-100472,CUST-1077,2024-04-05 14:16:00,Bengaluru,UPI,delivered
ORD-100473,CUST-1113,2024-04-16 07:13:00,Delhi,Card,cancelled
ORD-100474,CUST-1177,2024-05-15 22:39:00,Bengaluru,UPI,delivered
ORD-100475,CUST-1158,2024-04-18 06:52:00,Delhi,UPI,delivered
ORD-100476,CUST-1146,2024-05-15 17:17:00,Mumbai,UPI,delivered
ORD-100477,CUST-1083,2024-05-08 09:36:00,Bengaluru,Card,delivered
ORD-100478,CUST-1174,2024-04-13 04:48:00,Delhi,UPI,cancelled
ORD-100479,CUST-1071,2024-06-23 04:44:00,Delhi,UPI,returned
ORD-100480,CUST-1038,2024-05-12 07:48:00,Mumbai,COD,cancelled
ORD-100481,CUST-1126,2024-04-19 18:40:00,Mumbai,COD,delivered
ORD-100482,CUST-1097,2024-05-28 02:40:00,Delhi,UPI,cancelled
ORD-100483,CUST-1104,2024-06-05 23:17:00,Mumbai,COD,delivered
ORD-100484,CUST-1117,2024-06-02 10:37:00,Mumbai,Card,delivered
ORD-100485,CUST-1024,2024-05-29 20:42:00,Bengaluru,UPI,delivered
ORD-100486,CUST-1004,2024-06-08 12:13:00,Bengaluru,UPI,returned
ORD-100487,CUST-1127,2024-05-05 10:53:00,Delhi,Card,delivered
ORD-100488,CUST-1148,2024-04-17 18:54:00,Mumbai,COD,delivered
ORD-100489,CUST-1175,2024-04-07 01:06:00,Delhi,COD,delivered
ORD-100490,CUST-1005,2024-04-16 05:28:00,Delhi,COD,delivered
ORD-100491,CUST-1052,2024-06-28 04:56:00,Bengaluru,UPI,delivered
ORD-100492,CUST-1071,2024-04-12 20:23:00,Delhi,COD,delivered
ORD-100493,CUST-1171,2024-06-23 05:03:00,Bengaluru,COD,delivered
ORD-100494,CUST-1186,2024-06-29 07:27:00,Mumbai,Card,delivered
ORD-100495,CUST-1025,2024-04-01 06:30:00,Bengaluru,Card,delivered
ORD-100496,CUST-1058,2024-06-06 21:28:00,Mumbai,Card,delivered
ORD-100497,CUST-1088,2024-04-16 13:44:00,Mumbai,UPI,delivered
ORD-100498,CUST-1059,2024-05-20 02:46:00,Bengaluru,UPI,cancelled
ORD-100499,CUST-1081,2024-05-18 09:08:00,Delhi,UPI,delivered
ORD-100500,CUST-1165,2024-06-26 04:04:00,Mumbai,UPI,delivered
ORD-100501,CUST-1157,2024-06-23 05:28:00,Mumbai,UPI,delivered
ORD-100502,CUST-1161,2024-04-20 13:39:00,Bengaluru,UPI,delivered
ORD-100503,CUST-1023,2024-04-13 04:48:00,Mumbai,Card,delivered
ORD-100504,CUST-1099,2024-05-15 13:20:00,Delhi,UPI,cancelled
ORD-100505,CUST-1071,2024-06-22 02:15:00,Delhi,Card,delivered
ORD-100506,CUST-1185,2024-06-17 09:49:00,Bengaluru,UPI,returned
ORD-100507,CUST-1169,2024-05-09 06:33:00,Delhi,UPI,delivered
ORD-100508,CUST-1192,2024-05-21 09:41:00,Mumbai,UPI,delivered
ORD-100509,CUST-1127,2024-05-20 03:15:00,Delhi,Card,delivered
ORD-100510,CUST-1019,2024-06-07 00:23:00,Delhi,UPI,returned
ORD-100511,CUST-1100,2024-06-12 13:23:00,Bengaluru,UPI,delivered
ORD-100512,CUST-1196,2024-05-31 02:01:00,Mumbai,UPI,delivered
ORD-100513,CUST-1068,2024-04-28 01:59:00,Delhi,COD,delivered
ORD-100514,CUST-1130,2024-05-07 20:45:00,Delhi,COD,delivered
ORD-100515,CUST-1109,2024-06-29 12:05:00,Mumbai,Card,delivered
ORD-100516,CUST-1158,2024-04-20 08:05:00,Delhi,Card,delivered
ORD-100517,CUST-1053,2024-04-20 17:20:00,Mumbai,Card,delivered
ORD-100518,CUST-1196,2024-06-23 21:41:00,Mumbai,Card,delivered
ORD-100519,CUST-1112,2024-05-01 01:15:00,Bengaluru,COD,delivered
ORD-100520,CUST-1030,2024-05-29 19:38:00,Mumbai,Card,delivered
ORD-100521,CUST-1190,2024-06-24 23:11:00,Delhi,Card,delivered
ORD-100522,CUST-1036,2024-06-29 00:10:00,Bengaluru,COD,delivered
ORD-100523,CUST-1134,2024-06-06 23:16:00,Delhi,UPI,delivered
ORD-100524,CUST-1192,2024-05-05 23:56:00,Mumbai,UPI,delivered
ORD-100525,CUST-1086,2024-05-25 08:33:00,Delhi,Card,delivered
ORD-100526,CUST-1148,2024-06-20 02:31:00,Mumbai,COD,delivered
ORD-100527,CUST-1015,2024-06-03 18:10:00,Bengaluru,COD,delivered
ORD-100528,CUST-1198,2024-04-14 18:43:00,Bengaluru,UPI,delivered
ORD-100529,CUST-1190,2024-06-05 00:02:00,Delhi,UPI,returned
ORD-100530,CUST-1063,2024-04-06 15:23:00,Mumbai,UPI,delivered
ORD-100531,CUST-1046,2024-04-05 17:51:00,Mumbai,Card,returned
ORD-100532,CUST-1168,2024-05-24 07:20:00,Delhi,Card,delivered
ORD-100533,CUST-1082,2024-05-05 02:36:00,Bengaluru,Card,delivered
ORD-100534,CUST-1173,2024-04-07 05:14:00,Delhi,UPI,cancelled
ORD-100535,CUST-1103,2024-04-09 14:55:00,Mumbai,COD,delivered
ORD-100536,CUST-1084,2024-04-12 17:29:00,Delhi,UPI,delivered
ORD-100537,CUST-1075,2024-06-12 09:47:00,Mumbai,COD,delivered
ORD-100538,CUST-1095,2024-06-15 15:49:00,Bengaluru,Card,cancelled
ORD-100539,CUST-1140,2024-05-02 04:00:00,Delhi,UPI,returned
ORD-100540,CUST-1060,2024-06-09 11:40:00,Delhi,UPI,cancelled
ORD-100541,CUST-1086,2024-04-01 21:24:00,Delhi,Card,cancelled
ORD-100542,CUST-1079,2024-04-14 06:33:00,Bengaluru,COD,returned
ORD-100543,CUST-1126,2024-04-08 04:45:00,Mumbai,UPI,delivered
ORD-100544,CUST-1060,2024-06-06 13:44:00,Delhi,COD,returned
ORD-100545,CUST-1192,2024-04-11 18:06:00,Mumbai,Card,delivered
ORD-100546,CUST-1101,2024-04-10 18:36:00,Mumbai,Card,delivered
ORD-100547,CUST-1034,2024-05-01 09:16:00,Mumbai,COD,returned
ORD-100548,CUST-1180,2024-05-12 10:28:00,Mumbai,UPI,delivered
ORD-100549,CUST-1052,2024-04-18 18:06:00,Bengaluru,UPI,delivered
ORD-100550,CUST-1116,2024-05-30 10:26:00,Mumbai,COD,delivered
ORD-100551,CUST-1198,2024-04-27 14:19:00,Bengaluru,UPI,delivered
ORD-100552,CUST-1024,2024-04-21 21:19:00,Bengaluru,Card,cancelled
ORD-100553,CUST-1155,2024-04-06 06:53:00,Bengaluru,UPI,returned
ORD-100554,CUST-1024,2024-05-02 11:25:00,Bengaluru,Card,delivered
ORD-100555,CUST-1077,2024-05-04 05:01:00,Bengaluru,COD,returned
ORD-100556,CUST-1143,2024-06-10 07:06:00,Mumbai,UPI,delivered
ORD-100557,CUST-1032,2024-04-02 01:53:00,Mumbai,UPI,cancelled
ORD-100558,CUST-1034,2024-04-26 12:23:00,Mumbai,Card,delivered
ORD-100559,CUST-1022,2024-06-14 18:16:00,Bengaluru,UPI,returned
ORD-100560,CUST-1006,2024-04-09 06:57:00,Delhi,UPI,delivered
ORD-100561,CUST-1024,2024-05-13 03:02:00,Bengaluru,UPI,returned
ORD-100562,CUST-1044,2024-06-13 13:52:00,Bengaluru,COD,delivered
ORD-100563,CUST-1008,2024-05-19 21:27:00,Bengaluru,UPI,delivered
ORD-100564,CUST-1048,2024-05-06 08:28:00,Delhi,UPI,returned
ORD-100565,CUST-1158,2024-06-19 19:15:00,Delhi,COD,delivered
ORD-100566,CUST-1106,2024-06-10 15:03:00,Bengaluru,COD,delivered
ORD-100567,CUST-1036,2024-05-24 06:41:00,Bengaluru,Card,returned
ORD-100568,CUST-1064,2024-06-20 17:50:00,Delhi,COD,delivered
ORD-100569,CUST-1001,2024-05-16 15:34:00,Bengaluru,COD,cancelled
ORD-100570,CUST-1145,2024-06-04 10:24:00,Mumbai,UPI,delivered
ORD-100571,CUST-1082,2024-06-16 07:01:00,Bengaluru,COD,returned
ORD-100572,CUST-1015,2024-05-31 16:22:00,Bengaluru,UPI,cancelled
ORD-100573,CUST-1041,2024-04-13 07:42:00,Mumbai,Card,delivered
ORD-100574,CUST-1003,2024-04-08 07:36:00,Bengaluru,COD,cancelled
ORD-100575,CUST-1091,2024-04-23 05:15:00,Delhi,Card,delivered
ORD-100576,CUST-1179,2024-05-16 18:01:00,Bengaluru,COD,delivered
ORD-100577,CUST-1146,2024-06-12 04:36:00,Mumbai,COD,returned
ORD-100578,CUST-1139,2024-05-10 05:31:00,Delhi,UPI,delivered
ORD-100579,CUST-1060,2024-06-17 07:01:00,Delhi,UPI,delivered
ORD-100580,CUST-1085,2024-06-18 06:51:00,Mumbai,Card,delivered
ORD-100581,CUST-1046,2024-05-12 01:01:00,Mumbai,Card,delivered
ORD-100582,CUST-1037,2024-04-15 16:55:00,Mumbai,UPI,delivered
ORD-100583,CUST-1096,2024-06-24 12:37:00,Delhi,COD,delivered
ORD-100584,CUST-1083,2024-04-18 05:46:00,Bengaluru,Card,returned
ORD-100585,CUST-1125,2024-06-23 10:11:00,Delhi,Card,delivered
ORD-100586,CUST-1178,2024-06-18 11:14:00,Mumbai,UPI,delivered
ORD-100587,CUST-1097,2024-05-10 23:44:00,Delhi,UPI,delivered
ORD-100588,CUST-1187,2024-04-01 22:36:00,Mumbai,Card,delivered
ORD-100589,CUST-1009,2024-04-24 19:20:00,Mumbai,Card,returned
ORD-100590,CUST-1057,2024-06-21 18:06:00,Bengaluru,UPI,returned
ORD-100591,CUST-1085,2024-04-10 07:22:00,Mumbai,UPI,returned
ORD-100592,CUST-1163,2024-04-12 22:42:00,Delhi,COD,delivered
ORD-100593,CUST-1115,2024-04-02 08:13:00,Mumbai,UPI,delivered
ORD-100594,CUST-1090,2024-05-03 03:46:00,Mumbai,COD,delivered
ORD-100595,CUST-1113,2024-05-24 05:56:00,Delhi,COD,delivered
ORD-100596,CUST-1090,2024-06-09 12:06:00,Mumbai,Card,cancelled
ORD-100597,CUST-1167,2024-06-27 07:10:00,Delhi,UPI,delivered
ORD-100598,CUST-1076,2024-04-03 10:16:00,Bengaluru,UPI,returned
ORD-100599,CUST-1088,2024-04-22 12:10:00,Mumbai,Card,delivered
ORD-100600,CUST-1024,2024-05-14 19:39:00,Bengaluru,Card,returned
ORD-100601,CUST-1008,2024-05-26 20:10:00,Bengaluru,COD,delivered
ORD-100602,CUST-1041,2024-04-07 03:21:00,Mumbai,UPI,delivered
ORD-100603,CUST-1105,2024-06-29 17:46:00,Delhi,Card,returned
ORD-100604,CUST-1068,2024-06-24 09:19:00,Delhi,UPI,delivered
ORD-100605,CUST-1101,2024-06-13 17:53:00,Mumbai,UPI,delivered
ORD-100606,CUST-1093,2024-04-01 13:05:00,Delhi,Card,delivered
ORD-100607,CUST-1161,2024-06-16 15:12:00,Bengaluru,UPI,delivered
ORD-100608,CUST-1044,2024-06-21 09:05:00,Bengaluru,UPI,delivered
ORD-100609,CUST-1079,2024-05-21 15:31:00,Bengaluru,COD,returned
ORD-100610,CUST-1024,2024-06-22 17:24:00,Bengaluru,COD,delivered
ORD-100611,CUST-1095,2024-04-24 14:02:00,Bengaluru,COD,delivered
ORD-100612,CUST-1068,2024-04-29 08:36:00,Delhi,Card,delivered
ORD-100613,CUST-1171,2024-04-13 02:42:00,Bengaluru,Card,delivered
ORD-100614,CUST-1106,2024-06-15 07:35:00,Bengaluru,COD,delivered
ORD-100615,CUST-1134,2024-05-24 17:43:00,Delhi,COD,returned
ORD-100616,CUST-1147,2024-05-01 15:19:00,Delhi,Card,delivered
ORD-100617,CUST-1009,2024-06-04 18:57:00,Mumbai,Card,delivered
ORD-100618,CUST-1174,2024-06-19 04:07:00,Delhi,COD,returned
ORD-100619,CUST-1045,2024-04-22 06:51:00,Bengaluru,UPI,delivered
ORD-100620,CUST-1109,2024-04-11 21:27:00,Mumbai,Card,delivered
ORD-100621,CUST-1038,2024-06-16 08:20:00,Mumbai,UPI,returned
ORD-100622,CUST-1023,2024-05-20 17:25:00,Mumbai,COD,delivered
ORD-100623,CUST-1134,2024-05-29 00:50:00,Delhi,Card,delivered
ORD-100624,CUST-1134,2024-05-24 03:26:00,Delhi,Card,delivered
ORD-100625,CUST-1151,2024-06-14 03:59:00,Mumbai,UPI,delivered
ORD-100626,CUST-1002,2024-05-07 17:56:00,Mumbai,COD,delivered
ORD-100627,CUST-1068,2024-05-20 20:31:00,Delhi,COD,delivered
ORD-100628,CUST-1010,2024-04-23 08:25:00,Delhi,Card,delivered
ORD-100629,CUST-1175,2024-06-28 12:02:00,Delhi,COD,delivered
ORD-100630,CUST-1177,2024-05-01 01:47:00,Bengaluru,COD,delivered
ORD-100631,CUST-1096,2024-04-03 10:52:00,Delhi,COD,cancelled
ORD-100632,CUST-1072,2024-06-02 22:43:00,Delhi,UPI,delivered
ORD-100633,CUST-1035,2024-05-09 23:28:00,Bengaluru,COD,cancelled
ORD-100634,CUST-1069,2024-05-24 19:41:00,Delhi,COD,delivered
ORD-100635,CUST-1055,2024-05-23 23:31:00,Delhi,COD,cancelled
ORD-100636,CUST-1015,2024-06-05 05:04:00,Bengaluru,Card,delivered
ORD-100637,CUST-1104,2024-04-18 16:56:00,Mumbai,UPI,delivered
ORD-100638,CUST-1050,2024-04-26 01:15:00,Bengaluru,UPI,delivered
ORD-100639,CUST-1093,2024-04-26 08:23:00,Delhi,Card,cancelled
ORD-100640,CUST-1102,2024-06-21 03:43:00,Bengaluru,COD,delivered
ORD-100641,CUST-1126,2024-06-16 14:11:00,Mumbai,COD,returned
ORD-100642,CUST-1151,2024-06-10 11:22:00,Mumbai,COD,delivered
ORD-100643,CUST-1192,2024-06-28 02:18:00,Mumbai,UPI,delivered
ORD-100644,CUST-1042,2024-06-13 06:54:00,Bengaluru,UPI,delivered
ORD-100645,CUST-1174,2024-04-27 08:41:00,Delhi,UPI,delivered
ORD-100646,CUST-1200,2024-06-27 00:30:00,Delhi,Card,returned
ORD-100647,CUST-1045,2024-06-16 00:14:00,Bengaluru,COD,delivered
ORD-100648,CUST-1183,2024-06-22 08:27:00,Mumbai,COD,returned
ORD-100649,CUST-1118,2024-05-03 06:29:00,Delhi,Card,delivered
ORD-100650,CUST-1160,2024-05-21 18:06:00,Mumbai,Card,delivered
ORD-100651,CUST-1096,2024-06-11 20:38:00,Delhi,COD,delivered
ORD-100652,CUST-1176,2024-04-14 15:04:00,Bengaluru,COD,delivered
ORD-100653,CUST-1164,2024-05-12 08:16:00,Bengaluru,Card,delivered
ORD-100654,CUST-1077,2024-04-25 04:33:00,Bengaluru,UPI,cancelled
ORD-100655,CUST-1154,2024-05-22 21:20:00,Bengaluru,Card,delivered
ORD-100656,CUST-1007,2024-06-23 15:18:00,Bengaluru,COD,delivered
ORD-100657,CUST-1104,2024-05-20 23:02:00,Mumbai,Card,delivered
ORD-100658,CUST-1049,2024-05-14 23:45:00,Bengaluru,Card,delivered
ORD-100659,CUST-1164,2024-05-31 21:22:00,Bengaluru,UPI,delivered
ORD-100660,CUST-1169,2024-06-11 05:18:00,Delhi,UPI,delivered
ORD-100661,CUST-1190,2024-05-04 23:51:00,Delhi,UPI,delivered
ORD-100662,CUST-1175,2024-05-13 20:05:00,Delhi,UPI,delivered
ORD-100663,CUST-1191,2024-05-10 13:50:00,Mumbai,COD,returned
ORD-100664,CUST-1067,2024-06-14 09:29:00,Bengaluru,COD,returned
ORD-100665,CUST-1014,2024-06-21 18:37:00,Bengaluru,UPI,returned
ORD-100666,CUST-1121,2024-04-25 16:07:00,Bengaluru,COD,returned
ORD-100667,CUST-1136,2024-05-09 13:03:00,Delhi,UPI,returned
ORD-100668,CUST-1036,2024-04-26 10:26:00,Bengaluru,COD,returned
ORD-100669,CUST-1037,2024-05-11 22:11:00,Mumbai,COD,cancelled
ORD-100670,CUST-1086,2024-06-20 05:20:00,Delhi,UPI,delivered
ORD-100671,CUST-1116,2024-05-06 06:48:00,Mumbai,Card,cancelled
ORD-100672,CUST-1196,2024-04-21 15:50:00,Mumbai,UPI,cancelled
ORD-100673,CUST-1034,2024-06-18 13:40:00,Mumbai,COD,delivered
ORD-100674,CUST-1123,2024-05-20 00:02:00,Delhi,Card,delivered
ORD-100675,CUST-1096,2024-04-02 10:48:00,Delhi,UPI,cancelled
ORD-100676,CUST-1005,2024-06-26 00:40:00,Delhi,UPI,delivered
ORD-100677,CUST-1178,2024-05-15 09:08:00,Mumbai,Card,delivered
ORD-100678,CUST-1151,2024-05-10 05:04:00,Mumbai,COD,cancelled
ORD-100679,CUST-1075,2024-05-29 23:33:00,Mumbai,COD,delivered
ORD-100680,CUST-1112,2024-06-27 04:21:00,Bengaluru,COD,returned
ORD-100681,CUST-1092,2024-04-25 05:58:00,Bengaluru,COD,returned
ORD-100682,CUST-1005,2024-04-30 07:46:00,Delhi,UPI,returned
ORD-100683,CUST-1188,2024-04-03 18:32:00,Mumbai,COD,delivered
ORD-100684,CUST-1183,2024-06-23 01:24:00,Mumbai,COD,returned
ORD-100685,CUST-1198,2024-06-08 19:03:00,Bengaluru,UPI,delivered
ORD-100686,CUST-1170,2024-04-14 20:53:00,Delhi,Card,delivered
ORD-100687,CUST-1030,2024-05-24 14:24:00,Mumbai,COD,delivered
ORD-100688,CUST-1122,2024-06-29 04:13:00,Mumbai,Card,delivered
ORD-100689,CUST-1003,2024-05-09 13:42:00,Bengaluru,Card,delivered
ORD-100690,CUST-1070,2024-06-19 19:44:00,Bengaluru,UPI,delivered
ORD-100691,CUST-1131,2024-06-19 03:18:00,Delhi,UPI,delivered
ORD-100692,CUST-1128,2024-04-26 19:12:00,Delhi,Card,cancelled
ORD-100693,CUST-1052,2024-05-16 22:26:00,Bengaluru,UPI,delivered
ORD-100694,CUST-1141,2024-06-03 06:44:00,Bengaluru,COD,returned
